id,observed_on_string,observed_on,time_observed_at,time_zone,user_id,user_login,created_at,updated_at,quality_grade,license,url,image_url,sound_url,tag_list,description,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id,taxon_kingdom_name,taxon_phylum_name,taxon_subphylum_name,taxon_superclass_name,taxon_class_name,taxon_subclass_name,taxon_superorder_name,taxon_order_name,taxon_suborder_name,taxon_superfamily_name,taxon_family_name,taxon_subfamily_name,taxon_supertribe_name,taxon_tribe_name,taxon_subtribe_name,taxon_genus_name,taxon_genushybrid_name,taxon_species_name,taxon_hybrid_name,taxon_subspecies_name,taxon_variety_name,taxon_form_name
3047,2008-07-03,2008-07-03,,Mumbai,211,vishalbhave,2009-07-06 20:57:33 UTC,2018-03-29 16:59:38 UTC,research,CC-BY-NC-SA,http://www.inaturalist.org/observations/3047,https://static.inaturalist.org/photos/4355/medium.jpg?1444934362,,"",tiny but colorful,1,0,false,,"theatre, ratnagiri, Maharashtra",16.9884605408,73.3145141602,,,,false,,,Isocentris filalis,Isocentris filalis,,Insecta,52012,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Pyraloidea,Crambidae,Pyraustinae,,Portentomorphini,,Isocentris,,Isocentris filalis,,,,
3048,2008-07-17,2008-07-17,,Mumbai,211,vishalbhave,2009-07-06 21:00:57 UTC,2018-10-21 11:58:12 UTC,research,CC-BY-NC-SA,http://www.inaturalist.org/observations/3048,https://static.inaturalist.org/photos/4356/medium.jpg?1444934366,,"","",1,0,false,,"Theatre, Ratnagiri, Maharashtra",16.9884204865,73.3145599365,,,,false,,,Sugarcane Looper,Mocis frugalis,Sugarcane Looper,Insecta,52031,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Noctuoidea,Erebidae,Erebinae,,Euclidiini,,Mocis,,Mocis frugalis,,,,
3201,2009-08-21,2009-08-21,,Mumbai,215,zyszb29061978,2009-08-21 22:00:20 UTC,2018-08-14 01:41:06 UTC,needs_id,CC-BY,http://www.inaturalist.org/observations/3201,https://static.inaturalist.org/photos/4839/medium.jpg?1444268139,,"moth, large moth, Parel","This was found nearby my home in injured form on ground level. I think it wings get wet in early night heavy rains, Due to which It could not fly.",1,0,false,,"parel, Mumbai",18.99449,72.838991,2369,,,false,,,"Emperor, Atlas, Moon & Silk Moths",Saturniidae,"Emperor, Royal, Moon, and Giant Silk Moths",Insecta,47918,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Bombycoidea,Saturniidae,,,,,,,,,,,
3243,2009-08-25,2009-08-25,,Mumbai,211,vishalbhave,2009-08-26 07:42:49 UTC,2020-01-23 05:11:20 UTC,research,CC-BY-NC-SA,http://www.inaturalist.org/observations/3243,https://static.inaturalist.org/photos/4913/medium.jpg?1444934465,,moth,in my home attracted towards light,1,0,false,,"Ratnagiri, india",16.9884395599,73.3145370483,,,,false,,,Petelia medardaria,Petelia medardaria,,Insecta,635236,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Geometroidea,Geometridae,Ennominae,,Caberini,,Petelia,,Petelia medardaria,,,,
3293,2009-08-07,2009-08-07,,Mumbai,269,reshmapitale,2009-09-02 12:17:35 UTC,2018-11-16 19:06:54 UTC,research,,http://www.inaturalist.org/observations/3293,https://static.inaturalist.org/photos/5113/medium.jpg?1444934490,,"","",2,0,false,,"Mumbai City, IN-MH, IN",18.8792610168,72.8503417969,,,,false,,,Artena dotata,Artena dotata,,Insecta,122754,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Noctuoidea,Erebidae,Erebinae,,Ophiusini,,Artena,,Artena dotata,,,,
3393,2008-10-26,2008-10-26,,Mumbai,269,reshmapitale,2009-10-18 09:02:38 UTC,2018-11-16 15:04:04 UTC,research,,http://www.inaturalist.org/observations/3393,https://static.inaturalist.org/photos/6019/medium.jpg?1444934541,,"","",2,0,false,,"Pune, IN-MH, IN",18.7295017242,74.267578125,,,,false,,,Virachola isocrates,Virachola isocrates,Common Guava Blue,Insecta,357420,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Papilionoidea,Lycaenidae,Theclinae,,Deudorigini,,Virachola,,Virachola isocrates,,,,
3395,2008-12-05,2008-12-05,,Mumbai,269,reshmapitale,2009-10-18 09:22:26 UTC,2018-08-16 00:50:19 UTC,research,,http://www.inaturalist.org/observations/3395,https://static.inaturalist.org/photos/6021/medium.jpg?1444934546,,"","This was in the train towards Kerala, India",2,0,false,,"Thiruvananthapuram, IN-KL, IN",8.5375652313,76.8603515625,,,,false,,,Dichromia sagitta,Dichromia sagitta,,Insecta,202235,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Noctuoidea,Erebidae,Hypeninae,,,,Dichromia,,Dichromia sagitta,,,,
7791,2010-07-05,2010-07-05,,Mumbai,211,vishalbhave,2010-07-09 18:36:52 UTC,2018-08-13 17:42:12 UTC,research,CC-BY-NC-SA,http://www.inaturalist.org/observations/7791,https://static.inaturalist.org/photos/17119/medium.jpg?1444499491,,"Plum Judy, butterfly","",1,0,false,,guhagar,17.4828872681,73.192489624,,,,false,,,Abisara echerius,Abisara echerius,Plum Judy,Insecta,62317,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Papilionoidea,Riodinidae,Nemeobiinae,,Abisarini,,Abisara,,Abisara echerius,,,,
18972,"September 25, 2008 23:18",2008-09-25,2008-09-26 06:18:00 UTC,Pacific Time (US & Canada),873,tapbirds,2011-05-30 06:43:41 UTC,2019-07-24 10:37:52 UTC,research,CC-BY-NC-ND,http://www.inaturalist.org/observations/18972,https://static.inaturalist.org/photos/34552/medium.jpg?1444321694,,"","Tailed Green Jay (Graphium agamemnon), Bangalore India",3,0,false,,"Bangalore, Karnataka, India",12.9558,77.620979,,,,false,,,Tailed Jay,Graphium agamemnon,Tailed Jay,Insecta,51581,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Papilionoidea,Papilionidae,Papilioninae,,Leptocircini,,Graphium,,Graphium agamemnon,,,,
19036,"September 21, 2008 02:55",2008-09-21,2008-09-21 09:55:00 UTC,Pacific Time (US & Canada),873,tapbirds,2011-05-30 08:38:18 UTC,2017-12-14 15:26:10 UTC,research,CC-BY-NC-ND,http://www.inaturalist.org/observations/19036,https://static.inaturalist.org/photos/34639/medium.jpg?1444321975,,"","Great Eggfly Butterfly (Hypolimnas bolina), Mumbai India",6,1,false,,"Mumbai, Maharashtra, India",18.952009,72.80088,,,,false,,,Danaid Eggfly,Hypolimnas misippus,Danaid Eggfly,Insecta,51578,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Papilionoidea,Nymphalidae,Nymphalinae,,Junoniini,,Hypolimnas,,Hypolimnas misippus,,,,
19037,"September 26, 2008 09:37",2008-09-26,2008-09-26 16:37:00 UTC,Pacific Time (US & Canada),873,tapbirds,2011-05-30 08:39:55 UTC,2019-07-24 10:37:23 UTC,research,CC-BY-NC-ND,http://www.inaturalist.org/observations/19037,https://static.inaturalist.org/photos/34640/medium.jpg?1444321982,,"","Common Evening Brown (Melantis leda), Gurgaon India",4,0,false,,"Gurgaon, Haryana, India",28.4622,77.036102,,,,false,,,Common Evening Brown,Melanitis leda,Common Evening Brown,Insecta,51584,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Papilionoidea,Nymphalidae,Satyrinae,,Melanitini,,Melanitis,,Melanitis leda,,,,
43334,2011-01-05,2011-01-05,,Chennai,3963,vipinbaliga,2011-12-16 15:41:09 UTC,2018-10-07 04:23:50 UTC,needs_id,CC-BY-NC,http://www.inaturalist.org/observations/43334,https://static.inaturalist.org/photos/70555/medium.jpg,,"Micro Lepidoptera, moth, Micro Lepidoptera mating","This tiny couple had already bonded when i first saw them.
The bond lasted for around 3mins, after which the male(right) moved 5 cms away from the female. The female after a few seconds went her way. :-)

Another picture: http://www.indianaturewatch.net/displayimage.php?id=199520",1,0,false,,virajpet,12.1652051765,75.8104705811,,,,false,,,Scythrididae,Scythrididae,Flower Moths,Insecta,124020,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Gelechioidea,Scythrididae,,,,,,,,,,,
51239,2012-02-06,2012-02-06,,Chennai,3643,unnikrishnan,2012-02-08 12:19:03 UTC,2020-02-06 03:39:41 UTC,research,CC-BY,http://www.inaturalist.org/observations/51239,https://static.inaturalist.org/photos/81225/medium.jpg,,"","I saw a dead specimen of Atlas moth in the front yard of a deserted house at Pampady,Kottayam.The wing span is 24 cms.",2,0,false,,"Pampady,Kottayam,Kerala,India",13.7527246644,78.046875,100000,,,false,,,Attacus taprobanis,Attacus taprobanis,,Insecta,125061,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Bombycoidea,Saturniidae,Saturniinae,,Attacini,,Attacus,,Attacus taprobanis,,,,
54176,"July 18, 2011 22:05",2011-07-18,2011-07-18 16:35:00 UTC,Chennai,5040,alok,2012-02-29 15:24:28 UTC,2019-08-09 08:03:19 UTC,needs_id,CC-BY-NC-ND,http://www.inaturalist.org/observations/54176,https://static.inaturalist.org/photos/85106/medium.jpg?1444775063,,"Erebidae, Erebinae, Sypnini","Erebidae, Erebinae, Sypnini - possibly an Hypersypnoides species",1,0,false,,Kalatop,32.551542,76.0183375,189,,,false,,"",Hypersypnoides submarginata,Hypersypnoides submarginata,,Insecta,126763,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Noctuoidea,Erebidae,Erebinae,,Sypnini,,Hypersypnoides,,Hypersypnoides submarginata,,,,
54177,"June 30, 2011 21:09",2011-06-30,2011-06-30 15:39:00 UTC,Chennai,5040,alok,2012-02-29 15:24:28 UTC,2019-08-09 08:00:12 UTC,needs_id,CC-BY-NC-ND,http://www.inaturalist.org/observations/54177,https://static.inaturalist.org/photos/85107/medium.jpg?1444775064,,"Geometridae, Ennominae, Garaeus sp","Geometridae, Ennominae, Garaeus sp",0,0,false,,Kalatop,32.551542,76.0183375,189,,,false,,"",Garaeus,Garaeus,,Insecta,124606,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Geometroidea,Geometridae,Ennominae,,Hypochrosini,,Garaeus,,,,,,
54178,"November 10, 2011 23:36",2011-11-10,2011-11-10 18:06:00 UTC,Chennai,5040,alok,2012-02-29 15:24:28 UTC,2020-02-26 19:55:30 UTC,needs_id,CC-BY-NC-ND,http://www.inaturalist.org/observations/54178,https://static.inaturalist.org/photos/85108/medium.jpg?1444775065,,"Geometridae, Larentiinae","Geometridae, Larentiinae",1,0,false,,Kalatop,32.551542,76.0183375,189,,,false,,"",Triphosa pallescens,Triphosa pallescens,,Insecta,1041042,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Geometroidea,Geometridae,Larentiinae,,Rheumapterini,,Triphosa,,Triphosa pallescens,,,,
54179,"July 28, 2011 23:31",2011-07-28,2011-07-28 18:01:00 UTC,Chennai,5040,alok,2012-02-29 15:24:28 UTC,2019-08-09 07:59:29 UTC,needs_id,CC-BY-NC-ND,http://www.inaturalist.org/observations/54179,https://static.inaturalist.org/photos/85109/medium.jpg?1444775067,,"Drepanidae, Drepaninae, Callidrepana patrana","Drepanidae, Drepaninae, Callidrepana patrana",0,0,false,,Kalatop,32.551542,76.0183375,189,,,false,,"",Callidrepana patrana,Callidrepana patrana,,Insecta,124527,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Drepanoidea,Drepanidae,Drepaninae,,Drepanini,,Callidrepana,,Callidrepana patrana,,,,
54180,"November 24, 2011 01:08",2011-11-24,2011-11-23 19:38:00 UTC,Chennai,5040,alok,2012-02-29 15:24:28 UTC,2020-02-27 13:49:27 UTC,needs_id,CC-BY-NC-ND,http://www.inaturalist.org/observations/54180,https://static.inaturalist.org/photos/85110/medium.jpg?1444775069,,"Geometridae, Larentiinae","Geometridae, Larentiinae
possibly Eupitheciini likely Perizoma",1,0,false,,Kalatop,32.551542,76.0183375,189,,,false,,"",Larentiinae,Larentiinae,Carpet Moths,Insecta,123032,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Geometroidea,Geometridae,Larentiinae,,,,,,,,,,
54181,"June 23, 2011 22:31",2011-06-23,2011-06-23 17:01:00 UTC,Chennai,5040,alok,2012-02-29 15:24:28 UTC,2019-08-09 08:04:49 UTC,needs_id,CC-BY-NC-ND,http://www.inaturalist.org/observations/54181,https://static.inaturalist.org/photos/85111/medium.jpg?1444775070,,"Pyralidae, Epipaschiinae","Pyralidae, Epipaschiinae",0,0,false,,Kalatop,32.551542,76.0183375,189,,,false,,"",Epipaschiinae,Epipaschiinae,,Insecta,122930,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Pyraloidea,Pyralidae,Epipaschiinae,,,,,,,,,,
54182,"August 16, 2011 21:29",2011-08-16,2011-08-16 15:59:00 UTC,Chennai,5040,alok,2012-02-29 15:24:28 UTC,2019-08-09 08:05:10 UTC,needs_id,CC-BY-NC-ND,http://www.inaturalist.org/observations/54182,https://static.inaturalist.org/photos/85112/medium.jpg?1444775072,,"Erebidae, Hypeninae","Erebidae, Hypeninae",0,0,false,,Kalatop,32.551542,76.0183375,189,,,false,,"",Hypeninae,Hypeninae,Hypenine Snout Moths,Insecta,122457,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Noctuoidea,Erebidae,Hypeninae,,,,,,,,,,
54183,"July 21, 2011 01:01",2011-07-21,2011-07-20 19:31:00 UTC,Chennai,5040,alok,2012-02-29 15:24:28 UTC,2019-08-09 08:05:51 UTC,needs_id,CC-BY-NC-ND,http://www.inaturalist.org/observations/54183,https://static.inaturalist.org/photos/85113/medium.jpg?1444775073,,"Geometridae, Ennominae, Chiasmia nora complex","Geometridae, Ennominae, Chiasmia nora complex",1,0,false,,Kalatop,32.551542,76.0183375,189,,,false,,"",Chiasmia,Chiasmia,,Insecta,124092,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Geometroidea,Geometridae,Ennominae,,Macariini,,Chiasmia,,,,,,
54184,"July 29, 2011 06:25",2011-07-29,2011-07-29 00:55:00 UTC,Chennai,5040,alok,2012-02-29 15:24:28 UTC,2019-08-09 08:06:26 UTC,needs_id,CC-BY-NC-ND,http://www.inaturalist.org/observations/54184,https://static.inaturalist.org/photos/85114/medium.jpg?1444775075,,"Notodontidae, Neodrymonia sp, Notodontini","Notodontidae, Notodontini, Neodrymonia sp.",1,0,false,,Kalatop,32.551542,76.0183375,189,,,false,,"",Genus Neodrymonia,Neodrymonia,,Insecta,121869,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Noctuoidea,Notodontidae,Notodontinae,,Neodrymoniaini,,Neodrymonia,,,,,,
54185,"August 17, 2011 12:04",2011-08-17,2011-08-17 06:34:00 UTC,Chennai,5040,alok,2012-02-29 15:24:28 UTC,2019-08-09 08:09:22 UTC,needs_id,CC-BY-NC-ND,http://www.inaturalist.org/observations/54185,https://static.inaturalist.org/photos/85115/medium.jpg?1444775077,,"Gelechiidae, Dichomeridinae - Dichomeris sp","Gelechiidae, Dichomeridinae - Dichomeris sp",0,0,false,,Kalatop,32.551542,76.0183375,189,,,false,,"",Dichomeris,Dichomeris,,Insecta,121912,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Gelechioidea,Gelechiidae,Dichomeridinae,,,,Dichomeris,,,,,,
54186,"November 16, 2011 23:41",2011-11-16,2011-11-16 18:11:00 UTC,Chennai,5040,alok,2012-02-29 15:24:28 UTC,2019-09-11 15:00:44 UTC,needs_id,CC-BY-NC-ND,http://www.inaturalist.org/observations/54186,https://static.inaturalist.org/photos/85116/medium.jpg?1444775078,,"Geometridae, Ennominae","Geometridae, Ennominae, Ourapteryx sp",2,0,false,,Kalatop,32.551542,76.0183375,189,,,false,,"",Ennominae,Ennominae,,Insecta,123033,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Geometroidea,Geometridae,Ennominae,,,,,,,,,,
54187,"November 24, 2011 01:06",2011-11-24,2011-11-23 19:36:00 UTC,Chennai,5040,alok,2012-02-29 15:24:29 UTC,2019-08-09 08:10:17 UTC,needs_id,CC-BY-NC-ND,http://www.inaturalist.org/observations/54187,https://static.inaturalist.org/photos/85117/medium.jpg?1444775080,,"Pterophoridae, Pterophorinae, Emmelina sp","Pterophoridae, Pterophorinae, Emmelina sp",3,0,false,,Kalatop,32.551542,76.0183375,189,,,false,,"",Pterophorinae,Pterophorinae,,Insecta,127452,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Pterophoroidea,Pterophoridae,Pterophorinae,,,,,,,,,,
54188,"November 03, 2011 01:44",2011-11-03,2011-11-02 20:14:00 UTC,Chennai,5040,alok,2012-02-29 15:24:29 UTC,2020-02-06 04:36:50 UTC,research,CC-BY-NC-ND,http://www.inaturalist.org/observations/54188,https://static.inaturalist.org/photos/85118/medium.jpg?1444775082,,"Geometridae, Ennominae, Lassaba albidaria","Geometridae, Ennominae, Lassaba albidaria",1,0,false,,Kalatop,32.551542,76.0183375,189,,,false,,"",Lassaba albidaria,Lassaba albidaria,,Insecta,124600,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Geometroidea,Geometridae,Ennominae,,Boarmiini,,Lassaba,,Lassaba albidaria,,,,
54189,"July 29, 2011 06:29",2011-07-29,2011-07-29 00:59:00 UTC,Chennai,5040,alok,2012-02-29 15:24:29 UTC,2019-08-09 08:10:44 UTC,needs_id,CC-BY-NC-ND,http://www.inaturalist.org/observations/54189,https://static.inaturalist.org/photos/85119/medium.jpg?1444775084,,"Noctuidae, Pantheinae","Noctuidae, Pantheinae",0,0,false,,Kalatop,32.551542,76.0183375,189,,,false,,"",Pantheinae,Pantheinae,,Insecta,122459,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Noctuoidea,Noctuidae,Pantheinae,,,,,,,,,,
54190,"July 20, 2011 23:41",2011-07-20,2011-07-20 18:11:00 UTC,Chennai,5040,alok,2012-02-29 15:24:29 UTC,2019-08-09 08:11:00 UTC,needs_id,CC-BY-NC-ND,http://www.inaturalist.org/observations/54190,https://static.inaturalist.org/photos/85120/medium.jpg?1444775086,,"Crambidae, Scopariinae","Crambidae, Scopariinae, maybe Scoparia or Eudonia sp",1,0,false,,Kalatop,32.5648529099,76.0272638916,4439,,,false,,manual,Scopariinae,Scopariinae,Moss-eating Crambid Snout Moths,Insecta,122945,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Pyraloidea,Crambidae,Scopariinae,,,,,,,,,,
54191,"October 26, 2011 00:26",2011-10-26,2011-10-25 18:56:00 UTC,Chennai,5040,alok,2012-02-29 15:24:29 UTC,2019-08-09 08:11:24 UTC,needs_id,CC-BY-NC-ND,http://www.inaturalist.org/observations/54191,https://static.inaturalist.org/photos/85121/medium.jpg?1444775087,,"Geometridae, Ennominae","Geometridae, Ennominae",0,0,false,,Kalatop,32.551542,76.0183375,189,,,false,,"",Ennominae,Ennominae,,Insecta,123033,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Geometroidea,Geometridae,Ennominae,,,,,,,,,,
54192,"November 21, 2011 23:55",2011-11-21,2011-11-21 18:25:00 UTC,Chennai,5040,alok,2012-02-29 15:24:29 UTC,2020-02-06 04:36:55 UTC,research,CC-BY-NC-ND,http://www.inaturalist.org/observations/54192,https://static.inaturalist.org/photos/85122/medium.jpg?1444775089,,"","Crambidae, Evergestinae, Crocidolomia pavonana",1,0,false,,Kalatop,32.551542,76.0183375,189,,,false,,"",Crocidolomia pavonana,Crocidolomia pavonana,Cabbage Cluster Caterpillar,Insecta,124587,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Pyraloidea,Crambidae,Glaphyriinae,,,,Crocidolomia,,Crocidolomia pavonana,,,,
54193,"August 16, 2011 05:15",2011-08-16,2011-08-15 23:45:00 UTC,Chennai,5040,alok,2012-02-29 15:24:29 UTC,2018-01-29 10:49:46 UTC,needs_id,CC-BY-NC-ND,http://www.inaturalist.org/observations/54193,https://static.inaturalist.org/photos/85123/medium.jpg?1444775091,,"Noctuidae, Eustrotiinae - Maliattha sp","Noctuidae, Eustrotiinae - Maliattha sp",1,0,false,,Kalatop,32.551542,76.0183375,189,,,false,,"",Maliattha,Maliattha,,Insecta,52007,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Noctuoidea,Noctuidae,Eustrotiinae,,,,Maliattha,,,,,,
54194,"July 20, 2011 21:50",2011-07-20,2011-07-20 16:20:00 UTC,Chennai,5040,alok,2012-02-29 15:24:29 UTC,2019-01-22 12:18:23 UTC,needs_id,CC-BY-NC-ND,http://www.inaturalist.org/observations/54194,https://static.inaturalist.org/photos/85124/medium.jpg?1444775093,,"Erebidae, Arctiinae, Lithosiini, Stigmatophora sp","Erebidae, Arctiinae, Lithosiini, Stigmatophora sp",1,0,false,,Kalatop,32.551542,76.0183375,189,,,false,,"",Stigmatophora palliduspalmata,Stigmatophora palliduspalmata,,Insecta,855361,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Noctuoidea,Erebidae,Arctiinae,,Lithosiini,Nudariina,Stigmatophora,,Stigmatophora palliduspalmata,,,,
54195,"August 22, 2011 23:17",2011-08-22,2011-08-22 17:47:00 UTC,Chennai,5040,alok,2012-02-29 15:24:29 UTC,2019-08-09 08:18:08 UTC,needs_id,CC-BY-NC-ND,http://www.inaturalist.org/observations/54195,https://static.inaturalist.org/photos/85125/medium.jpg?1444775095,,"Noctuidae, Hadeninae, Apameini","Noctuidae, Hadeninae, Apameini",1,0,false,,Kalatop,32.551542,76.0183375,189,,,false,,"",Tribe Apameini,Apameini,,Insecta,122727,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Noctuoidea,Noctuidae,Noctuinae,,Apameini,,,,,,,,
54196,"September 28, 2011 06:37",2011-09-28,2011-09-28 01:07:00 UTC,Chennai,5040,alok,2012-02-29 15:24:29 UTC,2019-08-09 08:18:31 UTC,needs_id,CC-BY-NC-ND,http://www.inaturalist.org/observations/54196,https://static.inaturalist.org/photos/85126/medium.jpg?1444775097,,"Crambidae, Acentropiinae, Eoophyla sp","Crambidae, Acentropiinae - Eoophyla sp",1,0,false,,Kalatop,32.551542,76.0183375,189,,,false,,"",Eoophyla,Eoophyla,,Insecta,124801,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Pyraloidea,Crambidae,Acentropinae,,,,Eoophyla,,,,,,
54197,"October 26, 2011 00:24",2011-10-26,2011-10-25 18:54:00 UTC,Chennai,5040,alok,2012-02-29 15:24:30 UTC,2019-08-09 08:21:28 UTC,needs_id,CC-BY-NC-ND,http://www.inaturalist.org/observations/54197,https://static.inaturalist.org/photos/85127/medium.jpg?1444775098,,"Geometridae, Ennominae, Gonodontis sp","Geometridae, Ennominae, Gonodontis sp",2,0,false,,Kalatop,32.551542,76.0183375,189,,,false,,"",Gonodontini,Gonodontini,,Insecta,124067,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Geometroidea,Geometridae,Ennominae,,Gonodontini,,,,,,,,
54198,"November 03, 2011 01:46",2011-11-03,2011-11-02 20:16:00 UTC,Chennai,5040,alok,2012-02-29 15:24:30 UTC,2019-12-22 22:26:47 UTC,needs_id,CC-BY-NC-ND,http://www.inaturalist.org/observations/54198,https://static.inaturalist.org/photos/85128/medium.jpg?1444775108,,"Geometridae, Larentiinae","Geometridae, Larentiinae",1,0,false,,Kalatop,32.551542,76.0183375,189,,,false,,"",Photoscotosia,Photoscotosia,,Insecta,366937,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Geometroidea,Geometridae,Larentiinae,,Larentiini,,Photoscotosia,,,,,,
54199,"July 13, 2011 21:51",2011-07-13,2011-07-13 16:21:00 UTC,Chennai,5040,alok,2012-02-29 15:24:30 UTC,2019-08-09 08:22:20 UTC,research,CC-BY-NC-ND,http://www.inaturalist.org/observations/54199,https://static.inaturalist.org/photos/85129/medium.jpg?1444775115,,"Erebidae, Calpinae, Cymatophoropsis sinuata","Erebidae, Calpinae, Cymatophoropsis sinuata",1,0,false,,Kalatop,32.551542,76.0183375,189,,,false,,"",Cymatophoropsis sinuata,Cymatophoropsis sinuata,,Insecta,124534,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Noctuoidea,Erebidae,Calpinae,,,,Cymatophoropsis,,Cymatophoropsis sinuata,,,,
54200,"July 28, 2011 06:12",2011-07-28,2011-07-28 00:42:00 UTC,Chennai,5040,alok,2012-02-29 15:24:30 UTC,2019-12-29 13:42:03 UTC,research,CC-BY-NC-ND,http://www.inaturalist.org/observations/54200,https://static.inaturalist.org/photos/85130/medium.jpg?1444775116,,"Erebidae, Arctiinae, Lithosini","Erebidae, Arctiinae, Lithosini",1,0,false,,Kalatop,32.551542,76.0183375,189,,,false,,google,Miltochrista dasara,Miltochrista dasara,,Insecta,985213,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Noctuoidea,Erebidae,Arctiinae,,Lithosiini,Nudariina,Miltochrista,,Miltochrista dasara,,,,
54201,"July 23, 2011 23:23",2011-07-23,2011-07-23 17:53:00 UTC,Chennai,5040,alok,2012-02-29 15:24:30 UTC,2020-02-06 04:36:56 UTC,research,CC-BY-NC-ND,http://www.inaturalist.org/observations/54201,https://static.inaturalist.org/photos/85131/medium.jpg?1444775119,,"Noctuidae, Calpinae, Eudocima tyrannus","Noctuidae, Calpinae, Eudocima tyrannus",1,0,false,,Kalatop,32.5560590742,76.0032098412,3216,,,false,,google,Eudocima tyrannus,Eudocima tyrannus,Fruit-piercing moth,Insecta,124566,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Noctuoidea,Erebidae,Calpinae,,Ophiderini,,Eudocima,,Eudocima tyrannus,,,,
54202,"August 09, 2011 12:07",2011-08-09,2011-08-09 06:37:00 UTC,Chennai,5040,alok,2012-02-29 15:24:30 UTC,2019-08-09 08:22:41 UTC,needs_id,CC-BY-NC-ND,http://www.inaturalist.org/observations/54202,https://static.inaturalist.org/photos/85132/medium.jpg?1444775121,,"Erebidae, Arctiinae, Spilarctia (SPILOSOMA) rhodophila","Erebidae, Arctiinae, Spilarctia (SPILOSOMA) rhodophila",0,0,false,,Kalatop,32.551542,76.0183375,189,,,false,,"",Spilosoma rhodophila,Spilosoma rhodophila,,Insecta,124524,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Noctuoidea,Erebidae,Arctiinae,,Arctiini,Spilosomina,Spilosoma,,Spilosoma rhodophila,,,,
